Individual_Obj_PK;id1@Thes_Status_Precision;id5@TCarac_Transmitter_Frequency;id9@TCarac_Release_Ring_Code;id12@TCarac_Breeding_Ring_Code;id13@TCarac_Chip_Code
47503;lost;219893;;U11M09409;000713972E
47536;dead;216849;;U11M09405;0007136C64
47548;dead;218670;;U11M07119;00071382DD
47560;dead;216600;;U11M09385;0007137441
47575;lost;217558;;U11M09466;0007138AA5
47589;monitored;214760;;U11M09428;00071396FA
47612;dead;214103;;U11M09425;0007137B0A
47613;dead;217418;;U11M09471;0007136C4A
47636;lost;216960;;U11M09560;00071343E0
47637;dead;218352;;U11M09522;0007136AC0
47684;dead;219671;;U11M09557;0007138CF0
47685;lost;219902;;U11M09500;0007135DB9
47732;dead;217610;;U11M09469;0007136BDE
47733;dead;218439;;U11M09548;0007137C9D
47744;dead;218131;;U11M09536;0007137883
47745;lost;219870;;U11M09530;0007137BB1
48261;dead;219462;RU-00103;U11M09936;00071B287B
48279;dead;219655;RU-00020;U11M09916;0007138B19
48282;lost;219142;RU-00027;U11M09905;00071364B5
48285;lost;219721;RU-00019;U11M09913;0007137A18
48290;dead;218813;RU-00005;U11M09951;0007135E32
48304;dead;219823;RU-00107;U11M09975;0007136735
48306;dead;216849;RU-00003;U11M10601;0007139644
48319;dead;217524;RU-00032;U11M09993;0007138C6A
48325;dead;218071;RU-00079;U11M10089;0007136AA9
48336;dead;219423;RU-00009;U11M09946;00071382A6
48363;post-release;219570;;U11M11679;0006E35BC2
48365;post-release;219071;;U11M11681;0006E3AE3E
48369;dead;218594;;U11M11749;0006E3A611
48370;post-release;217351;;U11M11750;00071366D9
48376;dead;217170;;U11M11685;0007138E04
48380;dead;214103;;U11M11695;0007138D12
48385;dead;218431;;U11M11648;000713631B
48390;dead;219171;;U11M11696;0007136C3C
48395;dead;218912;;U11M11774;0006E35EED
48400;dead;216600;;U11M11788;0007136B63
48403;dead;218640;;U11M11689;0007138B8B
48404;post-release;218711;;U11M11691;0007138124
48408;dead;219352;;U11M11762;000713925A
48414;dead;217250;;U11M10115;0007138C91
48420;dead;219651;;U11M11728;0007137DBF
48431;dead;218251;;U11M11760;0007138B8A
48434;dead;219491;;U11M11777;000713712C
48438;dead;217390;;U11M10119;0007135EDF
48447;lost;219043;;U11M11785;0007135D1A
48455;dead;219839;;U11M11738;0007138028
48473;dead;215060;;U11M03603;00071B25C3
48487;lost;218080;;U11M03519;00071B1479
48509;lost;218799;;U11M03556;00071ACDCA
48519;lost;218090;;U11M03621;0007200F7B
48545;lost;219935;;U11M03617;00071AF71C
48563;dead;219093;;U11M03541;00071B1691
48589;lost;218830;;U11M03620;00071AD54D
48636;dead;219943;;U11M03558;00071AD848
48667;dead;217774;;U11M03633;00071B398D
48684;dead;218501;;U11M03582;00071AEB3A
48946;lost;219080;;U11M04126;00071367BD
48970;dead;215531;;U11M04135;00071361B6
48985;dead;219991;;U11M04163;00070726A5
48996;dead;215951;;U11M04182;00071B0C65
49057;post-release;218111;;U11M04156;00071376D1
49071;post-release;218839;;U11M04161;0007138812
49101;post-release;219321;;U11M04318;0007134128
49104;lost;218343;;U11M04138;00071AF71D
49141;dead;215121;;U11M04189;00071B2F85
49178;post-release;214143;;U11M04176;0007136BBF
50011;dead;218352;;U11M01421;000702E1E3
50035;lost;217418;;U11M00484;000702D0D4
50047;lost;217049;;U11M08052;00072018BA
50060;post-release;215374;;U11M01390;000702E783
50139;lost;217117;;U11M00528;000702D8AF
50792;lost;219461;;U11M13689;0007137B9A
50793;dead;217819;;U11M13715;0007136A3D
50801;post-release;219412;;U11M13613;00071B3C0A
50802;post-release;218291;;U11M13614;0007136CE3
50815;post-release;219430;;U11M13660;0007136A50
50816;lost;219560;;U11M13662;0007133CD1
50831;dead;217708;;U11M13586;00071384C2
50834;post-release;217100;;U11M13598;0007138786
50849;post-release;214791;;U11M13633;0007138D63
50854;post-release;218670;;U11M13717;0007133CD4
50895;post-release;219322;;U11M13640;0007136DE4
50896;dead;216851;;U11M13643;0007138965
50912;post-release;216229;;U11M13563;0007138CDA
50914;post-release;219800;;U11M13569;0007137339
50915;lost;214802;;U11M12024;00071370A2
50917;post-release;219913;;U11M12028;0007138552
50934;post-release;218890;;U11M14551;00071B416D
50936;lost;214462;;U11M14553;00071AD7F0
50946;lost;215629;;U11M14540;00071ADF5A
50950;post-release;219935;;U11M14545;00071B3025
51263;dead;215719;;U11M12218;0007137CD9
51284;dead;219022;;U11M12563;00071393DF
51300;lost;219211;;U11M12539;0007026511
51312;lost;219393;;U11M12629;00071B16D1
51329;dead;219822;;U11M12630;00071AD6F8
51344;post-release;217871;;U11M12576;0007136F96
51364;lost;218939;;U11M12688;00071ADC82
51376;post-release;219701;;U11M12615;0007135C25
51387;lost;219712;;U11M12534;00071B9830
51408;post-release;219580;;U11M12514;0007026D65
52335;dead;215253;;U11M14592;00071AF0D7
52336;post-release;218308;;U11M14577;00071B0242
52347;post-release;219768;;U11M14566;00071B3FF8
52359;post-release;219728;;U11M14519;00071AD5B0
52371;lost;216660;;U11M14526;00071FECBB
52383;dead;218210;;U11M14515;00071B0AEF
52395;lost;214982;;U11M14550;00071B2021
52407;post-release;214102;;U11M14579;00071B18E3
52408;post-release;217650;;U11M14576;00071B30EA
52419;post-release;219950;;U11M14594;00071AD8DD
52420;post-release;219962;;U11M14683;00071B319E
52431;post-release;218228;;U11M14701;00071B3C06
52432;post-release;219252;;U11M14710;00072009D4
52455;post-release;214520;;U11M14716;00071AF189
52456;post-release;217749;;U11M14702;0007201592
52467;lost;217535;;U11M14659;00071ADB77
52479;dead;215231;;U11M14670;00071B1E17
52480;post-release;218571;;U11M14673;00071B2E67
52491;post-release;218981;;U11M14677;00071B06C2
52503;dead;215292;;U11M14671;00071FC342
52874;lost;217774;;U11M08186;00071FBEEC
52898;lost;219619;;U11M08304;00071ACA58
52910;post-release;219423;;U11M08315;00071ADB07
52958;dead;217748;;U11M08283;00071B41DB
52994;post-release;217509;;U11M08239;00071AAEA6
