Individual_Obj_PK;id1@Thes_Status_Precision;id5@TCarac_Transmitter_Frequency;id9@TCarac_Release_Ring_Code;id12@TCarac_Breeding_Ring_Code;id13@TCarac_Chip_Code
6163;finish;217639;CPM-00421;U04M00257;
6170;dead;216963;;U06M00311;00068B30CD
6172;finish;219385;W-00030;;
6183;finish;219512;W-00043;;
6191;dead;216067;;U05M01017;00068B4138
6210;dead;219228;CPF-00152;U03M00290;
6219;finish;219933;W-00197;;
6237;dead;218820;;U05M00789;00068B0A17
6251;finish;216353;W-00302;;
6257;lost;218222;CPF-00871;U08M03778;
6266;dead;218140;18r;U97M00024;
6271;lost;217091;CPM-01185;U08M04065;
6291;finish;217249;;U06M00345;00068AFC2A
6321;finish;214760;;U06M03137;00069689A3
6323;finish;216794;MA-1505206;U04M00860;
6329;finish;219162;MA-1700121;U04M01649;
6336;finish;218390;W-00016;;
6366;finish;218532;W-00071;;
6368;dead;216103;MA-1641720;U05M00263;
6378;dead;218220;30r;U97M00163;
6381;finish;216704;CPF-00072;U02M00332;
6386;dead;216589;;U06M00795;00068B4E65
6403;finish;216731;CPF-00068;U02M00463;
6409;lost;216799;CPF-01195;U08M00483;
6426;dead;219712;CPM-00866;U08M00536;
6427;finish;214531;;U06M03148;000695B4DD
6454;finish;219590;CPF-00118;U03M00293;
6469;finish;214430;;U06M02724;000696897C
6473;dead;216588;CPF-00084;U02M00847;
6483;finish;218108;W-00084;;
6509;finish;216567;;U06M02209;000696A1CD
6517;dead;217178;W-00058;;
6532;finish;215980;;U06M02084;000696816C
6534;finish;216224;MA-1613101;U04M01062;
6541;finish;214581;;U06M03125;000696A21D
6547;finish;217314;;U06M02320;00069698FB
6563;dead;219559;;U05M02159;00068B32E3
6573;finish;215470;CPM-00544;U07M03169;
6578;dead;218820;MA-1517075;U04M00591;
6591;finish;218100;15r;U96M00039;
6597;dead;217105;;U08M03370;0006D0EF44
6598;dead;218787;CPF-00963;U07M06899;
6605;dead;219500;CPF-00927;U08M03788;
6606;finish;218558;W-00171;;
6616;finish;218290;;U06M01737;0006968C30
6651;dead;218651;MA-1692374;U04M00606;
6656;finish;217600;MA-1644000;U05M00235;
6659;finish;215740;;U06M03635;00068B3654
6661;dead;214669;;U06M03075;0006969BBE
6666;dead;215156;J5156-050608;;
6674;finish;217942;;U06M01568;000695E491
6675;dead;218986;CPF-00212;U04M00924;
6691;dead;216949;CPM-00789;U07M06916;
6702;dead;219558;CPF-00021;U00M00341;
6706;lost;219284;CPM-01047;U08M03886;
6707;dead;219528;CPM-00258;U03M00486;
6742;finish;218644;;U05M01143;00068B6285
6743;dead;216308;;U05M01271;00068B7251
6775;dead;219194;CPF-00127;U03M00577;
6813;finish;216962;MA-1654088;U04M00927;
6826;dead;217620;CPF-00985;U07M06945;
6827;finish;218606;;U05M00873;00068AA0CD
6828;finish;218762;CPM-00016;U00M00413;
6834;finish;216957;CPM-00143;U02M00365;
6853;dead;218950;21r;U97M00138;
6860;finish;218050;W-00092;;
6862;finish;216122;;U05M00910;00068AD79A
6878;finish;218921;;U05M02167;00068B04DE
6879;dead;216129;CPF-00105;U02M00740;
6885;monitored;219623;W-00144;;
6888;dead;219539;54;U96M00055;
6945;dead;219350;;U05M00903;00068B2F90
6946;dead;219213;CPF-00002;U99M00123;
6951;lost;217368;CPF-00862;U08M03496;
6957;finish;218850;16r;U96M00059;
6967;finish;216871;W-00166;;
6975;finish;218998;W-00201;;
6976;dead;218598;;U05M02145;00068B4A53
6984;finish;219650;CPF-00291;U04M01462;
6994;dead;218315;;U05M02183;00068B449C
6995;finish;217691;W-00033;;
7003;dead;215119;;U06M01873;00068B2FA6
7005;dead;216589;CPM-00268;U03M00604;
7008;finish;219040;47;U99M00078;
7009;dead;217468;CPM-00054;U01M00056;
7016;dead;214729;;U06M03102;000696A0DC
7022;dead;215230;;U06M03024;0006967E2E
7024;finish;219469;CPF-00143;U03M00390;
7040;dead;219907;CPF-00011;U00M00356;
7041;dead;219698;MA-1662496;U05M00293;
7045;finish;217715;;U06M02391;00069694C6
7047;finish;218676;MA-1645468;U04M02071;
7075;finish;218487;;U06M01627;0006969566
7080;finish;218400;W-00078;;
7095;finish;219208;CPF-00119;U03M00318;
7096;finish;216633;CPM-00147;U02M00389;
7112;dead;217111;CPM-00031;U01M00243;
7120;finish;214750;CPF-00501;U07M03087;
7122;finish;216435;CPM-00214;U03M00415;
7123;dead;216828;MA-1527386;U04M00526;
7148;dead;219871;W-00210;;
7149;finish;216632;;U06M00255;00068B5C67
7152;finish;217432;CPM-00035;U01M00214;
7161;dead;217277;CPF-00488;U07M04709;
7175;dead;218081;;U05M01158;00068A9E51
7195;dead;215489;CPM-00554;U07M03667;
7202;dead;219012;06;;
7203;lost;216235;;U05M02009;00068ABD65
7214;finish;219339;CPF-00038;U01M00272;
7230;finish;217559;CPF-00495;U07M03172;
7233;finish;216979;MA-1633692;U04M00482;
7243;dead;216865;No Band 11;;
7246;dead;217478;;U05M01961;00068B474B
7247;finish;216608;CPM-00442;U04M02223;
7271;finish;218627;;U06M00405;00068B5CA5
7284;finish;216827;;U06M02388;000695E174
7302;dead;218780;CPM-00020;U00M00393;
7303;dead;219407;MA-1722111;U05M00278;
7317;dead;219489;52;U96M00097;
7319;dead;219599;CPM-00017;U00M00421;
7324;dead;216610;CPF-00129;U03M00574;
7333;dead;215791;;U06M02072;0006968566
7335;finish;218337;;U05M02168;00068B06DC
7346;finish;217986;;U06M02418;00069693EA
7361;finish;216526;;U06M02498;0006967CC0
7370;finish;219533;W-00004;;
7387;dead;219258;W-00113;;
7390;dead;219716;MA-1664171;U05M00742;
7404;dead;216882;W-00090;;
7416;finish;217041;CPM-00878;U08M00449;
7417;finish;214933;;U06M02884;000695D4F0
7419;dead;218688;MA-1535556;U04M00596;
7432;finish;216846;CPM-00127;U02M00495;
7443;dead;214292;;U07M04825;0006B87F9D
7452;dead;216494;W-00168;;
7455;finish;219800;CPM-00013;U00M00422;
7478;monitored;216780;CPF-01162;U08M00573;
7479;finish;219299;24;;
7488;finish;217507;;U06M01760;00069682A5
7505;finish;219047;14;;
7523;finish;217653;MA-1616408;U05M00227;
7537;lost;219054;CPF-00895;U08M04014;
7545;finish;216342;CPM-00183;U02M00643;
7551;finish;218200;19r;U97M00034;
7563;finish;216473;MA-1292635;U04M00898;
7565;dead;218824;MA-1674041;U04M01798;
7573;dead;217072;CPM-00863;U08M00475;
7598;dead;215877;;U06M02791;0006969FEC
7601;dead;216193;CPF-00108;U02M00743;
7608;dead;217435;W-00256;;
7610;finish;218378;;U06M01701;000695BBBE
7615;dead;219398;n013;U00M00396;
7616;finish;219334;W-00021;;
7636;finish;217826;;U06M01639;0006968848
7637;dead;219596;CPF-00041;U01M00215;
7638;finish;216210;CPM-00187;U02M00706;
7646;finish;216361;CPF-00841;U07M08316;
7649;dead;219325;n015;U97M00058;
7653;finish;216367;CPM-00195;U02M00548;
7659;dead;215079;;U06M03358;0006968F27
7667;dead;218787;CPM-01011;U08M05144;
7668;dead;215831;;U06M03275;00069695F4
7672;dead;219697;CPM-00022;U00M00038;
7697;dead;216771;;U08M02193;0006C9B663
7700;finish;219639;n002;U98M00089;
7701;dead;219855;n018;U00M00244;
7709;finish;219528;MA-1614514;U04M01009;
7710;dead;219614;W-00009;;
7717;finish;218667;CPF-00831;U07M04241;
7743;dead;217270;CPM-01024;U08M03781;
7744;finish;215691;;U06M03586;00068AFD66
7768;dead;218300;XXX08;;
7771;dead;217018;;U07M03885;0006B8B476
7794;dead;215590;;U07M04785;0006B88029
7817;finish;219084;;U06M00719;00068B508B
7839;dead;219481;W-00077;;
7849;monitored;219226;CPM-00897;U08M00561;
7859;finish;218512;W-00039;;
7866;finish;218841;CPF-00117;U03M00201;
7869;dead;216057;;U07M05478;0006B886EB
7890;finish;217675;CPM-00404;U04M00203;
7892;dead;219921;n004;U96M00077;
7895;dead;216696;No Band 22;;
7904;dead;219882;No Band 5;;
7922;dead;219611;CPF-00717;U08M04676;
7937;finish;219976;W-00196;;
7954;dead;219127;W-00323;;
7955;dead;216875;CPF-00030;U01M00311;
7977;dead;219559;n009;U97M00014;
7978;dead;219025;12;;
7982;finish;216687;;U06M02247;000696368A
7983;finish;219362;CPM-00068;U02M00282;
7990;finish;217229;CPF-00489;U07M02721;
7992;dead;219605;CPF-00140;U03M00272;
7995;monitored;217380;CPM-00975;U08M00238;
8013;finish;216559;CPF-00802;U07M08282;
8015;finish;217977;W-00152;;
8018;dead;214181;;U07M03683;0006B8A7C5
8030;dead;217871;;U07M05350;0006B8AD27
8034;dead;219855;CPF-00142;U03M00366;
8039;dead;219965;W-00243;;
8046;dead;219804;n006;U96M00028;
8049;finish;215660;;U06M03590;00068AE2AA
8050;dead;216057;MA-1650758;U05M00241;
8069;dead;219296;;U05M00599;00068B1F8F
8070;dead;217641;CPF-00091;U02M00614;
8093;monitored;215725;W-00345;;
8097;finish;217606;;U06M00857;00068B87F6
8105;finish;219403;MA-1753450;U04M01913;
8108;lost;215686;CPM-01098;U08M03757;
8120;dead;218819;CPF-00987;U07M06938;
8121;lost;219145;W-00303;;
8130;finish;214827;;U06M03353;000695C699
8137;monitored;219148;CPM-00961;U08M00419;
8146;dead;217665;No Band 24;;
8157;monitored;216704;CPF-01145;U08M00374;
8159;dead;219241;W-00294;;
8164;dead;219173;22;;
8179;dead;216293;W-00131;;
8180;dead;216729;W-00260;;
8195;dead;218271;W-00308;;
8198;finish;218043;W-00085;;
8200;finish;217808;CPF-00111;U02M00627;
8201;finish;218673;CPF-00124;U03M00540;
8207;dead;219296;W-00245;;
8208;finish;215175;;U06M03072;0006968067
8226;finish;218767;;U06M00762;00068AF0C5
8254;dead;216776;CPF-00205;U04M00223;
8260;finish;217329;W-00060;;
8262;dead;218683;CPM-00094;U02M00179;
8268;lost;216879;CPM-01131;U08M04646;
8271;finish;219048;;U06M00616;00068B4778
8273;dead;218068;CPF-00173;U03M00908;
8298;finish;217309;W-00140;;
8311;dead;219716;CPF-00275;U04M02215;
8315;finish;219975;CPM-00002;U00M00221;
8317;finish;219958;W-00012;;
8321;monitored;218816;W-00096;;
8323;dead;216100;XXX01;;
8340;lost;219287;CPM-00956;U08M00190;
8354;dead;215149;;U06M02181;00068B5F6C
8358;dead;214972;;U06M02099;000695B6D7
8375;dead;218137;;U08M02465;0006C9E2D8
8398;dead;219668;CPF-00202;U04M00220;
8411;finish;218384;;U05M02068;00068B1284
8413;finish;219855;CPF-00208;U04M00263;
8414;finish;218763;MA-1741169;U04M01882;
8423;finish;214520;;U06M02137;0006969558
8424;finish;219522;44;U99M00040;
8425;finish;218505;;U05M02119;00068B7290
8435;finish;217355;CPF-00484;U07M03250;
8447;dead;217298;W-00086;;
8452;finish;219467;W-00062;;
8457;dead;218257;CPF-00170;U03M00648;
8462;finish;218130;CPF-00006;U00M00309;
8488;dead;215871;CPF-00486;U07M04708;
8536;dead;214035;CPF-00481;U07M03477;
8537;finish;218784;CPM-00880;U08M00429;
8540;dead;216205;CPM-00418;U04M00251;
8543;finish;218212;MA-1665072;U04M01281;
8559;dead;217554;ECWP 050987;U05M00987;
8560;finish;218284;;U06M02404;000695CAC2
8562;finish;219939;W-00003;;
8585;dead;218692;CPF-00961;U07M03072;000687EB07
8607;monitored;216307;W-00225;;
8614;monitored;217370;CPF-01136;U08M00341;
8633;finish;218356;;U05M02245;00068B90FC
8646;dead;216596;;U06M00507;00068B3D1A
8647;finish;218010;;U05M01045;00068B4EC8
8649;finish;216369;CPM-00045;U01M00355;
8650;dead;217473;MA-1618659;U05M00262;
8663;dead;216688;CPF-00067;U02M00470;
8671;finish;217962;CPM-00049;U01M00301;
8677;dead;214082;;U07M04786;0006B8A33E
8716;dead;218621;CPM-00639;U07M08330;
8717;dead;216420;W-00330;;
8739;finish;216928;MA-1634824;U04M01237;
8749;finish;217919;;U06M01576;000696A02A
8760;finish;216202;CPM-00198;U02M00802;
8765;dead;218687;;U06M02437;000695E6E4
8768;finish;216886;CPM-00408;U04M00227;
8779;finish;219866;CPF-00004;U00M00233;
8789;dead;214640;CPM-00543;U07M03170;
8805;monitored;215812;;U08M03053;0006D0C598
8806;dead;218900;17r;U96M00103;
8814;dead;218542;W-00017;;
8825;finish;219159;MA-1732089;U04M00529;
8828;finish;218229;W-00095;;
8840;dead;216019;CPM-01147;U08M05058;
8841;finish;215760;;U06M03650;00068AC640
8842;dead;219583;CPM-00010;U00M00040;
8849;dead;216525;;U05M01379;00068AB45E
8853;dead;218939;CPM-00085;U02M00087;
8860;finish;217725;;U05M01865;00068B27E5
8861;dead;218788;MA-1521216;U04M00780;
8881;dead;218589;CPF-00986;U07M06940;
8889;finish;219170;MA-1599633;U04M01569;
8890;dead;218018;CPM-00551;U07M03395;
8900;finish;215639;;U06M02182;000695C68A
8914;dead;217909;MA-1635975;U04M01865;
8930;finish;218380;W-00186;;
8931;dead;217415;CPF-00053;U02M00058;
8940;finish;214075;;U06M01816;0006966E96
8941;dead;218700;14r;U94M00003;
8950;finish;215710;;U06M03334;0006968FA4
8967;dead;216271;MA-1640548;U04M00909;
8969;finish;216621;;U06M02232;00069675F0
8975;finish;218054;CPM-00781;U07M06962;
8989;finish;214979;CPF-00492;U07M03115;
8993;dead;219643;No Band 7;;
9007;dead;219136;W-00189;;
9027;dead;214719;CPM-00546;U07M02723;
9034;dead;219339;59;U96M00101;
9042;dead;216507;CPM-00041;U01M00397;
9047;dead;215821;;U07M03520;0006B884FD
9059;lost;218589;CPM-00879;U08M00435;
9063;dead;216989;CPM-00780;U07M06910;
9064;dead;219944;W-00068;;
9069;finish;217216;W-00072;;
9073;finish;215398;CPM-00564;U07M02784;
9076;dead;218459;;U08M03033;0006CE3B96
9077;finish;214681;;U06M03053;0006968685
9078;finish;218528;;U06M00439;00068B462E
9083;lost;214562;W-00097;;
9084;finish;218056;W-00207;;
9085;dead;218750;23r;U97M00186;
9089;finish;215361;;U06M03001;0006968E49
9094;monitored;218856;CPM-00871;U08M00459;
9095;dead;217752;W-00059;;
9113;dead;218131;MA-1684646;U05M00279;
9139;dead;219398;57;U96M00019;
9140;dead;218266;CPF-00194;U03M01152;
9160;finish;217758;CPM-00790;U07M06891;
9167;dead;219136;CPF-00951;U07M06904;
9181;dead;218080;CPF-00007;U00M00277;
9185;dead;219829;CPM-00640;U07M08317;
9214;finish;216335;CPF-00114;U02M00648;
9221;finish;217265;CPM-00038;U01M00042;
9249;dead;219565;MA-1532949;U04M01118;
9269;dead;215706;CPM-01199;U08M04624;
9296;monitored;219500;CPF-01146;U08M00370;
9297;dead;219112;50;U99M00070;
9306;finish;217160;CPM-00705;U07M03962;
9308;monitored;216679;W-00280;;
9312;dead;217559;CPM-00250;U03M00620;
9314;dead;219585;MA-1667967;U05M00505;
9322;finish;216889;CPF-00069;U02M00473;
9329;dead;216286;CPM-00200;U02M00796;
9342;lost;216403;CPM-00711;U07M06897;
9343;dead;218780;W-00087;;
9364;finish;219886;;U06M00388;00068B2108
9392;dead;218744;;U05M00994;00068B3EF1
9409;finish;216711;CPM-00115;U02M00406;
9425;finish;217363;CPF-00035;U01M00142;
9433;finish;217816;;U06M01587;0006968551
9434;finish;216991;MA-1735915;U04M00353;
9447;dead;217924;;U06M00761;00068B04F9
9476;finish;218895;CPF-00126;U03M00276;
9477;dead;219382;CPM-00026;U01M00247;
9485;dead;217041;;U08M02513;0006CE3247
9493;monitored;219028;CPM-00900;U08M00540;
9495;finish;216534;CPM-00205;U02M00739;
9501;finish;219698;;U05M02057;00068B2245
9502;finish;219448;;U05M02130;00068B44F1
9508;finish;219432;;U05M01311;00068B7693
9514;finish;216513;;U06M02346;0006967707
9517;dead;219578;CPF-00273;U04M01326;
9540;dead;218070;34r;U97M00053;
9546;dead;216706;CPM-01094;U08M03774;
9547;dead;218806;W-00183;;
9575;lost;217565;CPM-01127;U07M06919;
9577;dead;217665;CPM-00403;U04M00202;
9585;finish;215960;;U06M03608;00068AF0AE
9587;finish;217090;CPF-00106;U02M00759;
9595;finish;216300;001;;
9608;dead;219565;CPM-00413;U04M00238;
9629;finish;219344;43;U99M00064;
9630;dead;219502;;U05M01190;00068AD527
9641;finish;216963;CPM-00647;U07M08280;
9644;finish;216175;CPF-00206;U04M00232;
9645;dead;214092;;U07M03206;0006B89635
9652;dead;218808;W-00214;;
9657;dead;219660;No Ring 21;;
9658;monitored;217699;W-00070;;
9689;dead;217885;CPF-00856;U08M05033;
9690;finish;214770;;U06M02471;0006969F7C
9691;dead;219227;38;U99M00140;
9701;dead;218309;CPF-00210;U04M00273;
9704;dead;217947;;U06M02405;000696870E
9705;dead;218212;CPF-00064;U02M00135;
9714;dead;219559;MA-1703323;U05M00338;
9719;dead;215821;;U06M02916;000696897F
9721;finish;219117;19;;
9748;dead;216898;;U06M00736;00068B5C37
9767;finish;216401;;U06M02321;0006968BF8
9777;dead;216610;CPF-00022;U01M00306;
9803;finish;216644;CPF-00071;U02M00452;
9804;dead;218500;W-00018;;
9813;dead;219512;53;U96M00031;
9821;finish;218837;CPM-00057;U01M00054;
9824;finish;219110;W-00178;;
9825;finish;219572;CPF-00132;U03M00635;
9872;dead;218410;;U06M01698;000695D843
9896;dead;219148;CPF-00830;U07M08314;
9914;lost;216972;CPM-01008;U08M03279;
9940;dead;216019;CPM-00738;U07M04069;
9941;dead;219793;MA-1710796;U05M00486;
9945;finish;217545;CPM-00716;U07M06894;
9949;finish;219021;MA-1599086;U05M00559;
9957;dead;219386;MA-1645232;U05M00514;
9963;dead;218100;W-00067;;
9970;finish;215999;;U06M00475;00068B614B
10003;finish;217785;;U05M00797;00068B30EB
10005;dead;217090;CPF-00199;U04M00205;
10013;finish;215932;;U06M00399;00068B3D71
10014;finish;214567;;U06M02826;0006967A9C
10038;finish;218329;CPM-00712;U07M06896;
10043;lost;216694;;U08M02429;0006C9DF9D
10137;dead;219898;CPF-00009;U00M00426;
10139;dead;217753;CPM-00569;U07M03174;
10140;dead;219449;W-00023;;
10143;finish;219011;;U05M01461;00068A8EE3
10154;finish;214621;;U06M03094;0006968D28
10171;finish;216696;CPM-00122;U02M00339;
10185;dead;217409;;U08M02656;0006C9D285
10186;finish;216787;;U06M02300;00069687AE
10190;finish;216666;CPM-00053;U01M00281;
10199;finish;215718;;U06M01960;0006968782
10251;lost;216820;CPM-01197;U08M03999;
10254;finish;218208;CPF-00178;U03M00765;
10266;dead;216898;;U07M04784;0006B88895
10275;dead;218346;CPF-00193;U03M00800;
10282;dead;218459;CPM-00862;U08M00463;
10284;dead;219454;CPF-00958;U07M06917;
10288;dead;217390;MA-1616470;U05M00255;
10294;dead;216948;;U06M00306;00068B6413
10302;finish;218500;XXX11;;
10318;dead;218600;MA-1647543;U04M00501;
10356;dead;218794;MA-1733560;U04M02031;
10359;monitored;216086;CPF-01168;U08M00627;
10360;finish;215440;;U06M02966;0006966FD3
10361;finish;214602;;U06M02610;0006967F32
10378;dead;219119;;U06M00662;00068AFF6B
10392;dead;219596;55;U96M00061;
10423;finish;215070;;U06M01870;000696761C
10434;finish;217790;CPF-00044;U02M00250;
10439;dead;217933;;U07M04101;0006B895EE
10463;finish;219706;W-00240;;
10467;dead;215059;CPF-00493;U07M03110;
10518;finish;217372;W-00054;;
10521;lost;217258;;U05M01950;00068B2E96
10526;finish;217262;W-00114;;
10527;finish;218804;CPF-00207;U04M00233;
10540;monitored;217005;W-00120;;
10546;dead;217121;W-00040;;
10556;finish;218934;;U06M00371;00068B9294
10557;dead;217715;CPM-00409;U04M00224;
10563;dead;217860;CPF-00034;U01M00208;
10564;dead;216525;CPF-00097;U02M00797;
10585;monitored;216108;CPF-01144;U08M00365;
10599;finish;215429;;U06M02758;00069697DF
10605;dead;216968;CPM-00133;U02M00374;
10614;dead;218166;MA-1668455;U05M00745;
10619;dead;217001;CPM-00715;U07M06893;
10648;lost;215945;CPF-00894;U08M03644;
10659;lost;218947;CPM-01034;U08M04378;
10662;finish;218974;CPF-00136;U03M00499;
10676;dead;214451;;U07M04135;0006B88283
10701;finish;215420;J5420-190608;;
10703;finish;219425;;U06M02424;00069685E5
10719;dead;218621;CPF-00875;U08M03889;
10730;dead;219317;W-00041;;
10736;finish;215859;;U06M02043;000696726A
10760;finish;216785;CPM-00048;U01M00322;
10762;dead;217613;MA-1672720;U04M00552;
10773;finish;219461;;U05M01984;00068B6317
10782;dead;218179;MA-1720697;U05M00733;
10790;finish;219239;37;U99M00110;
10797;dead;218025;CPF-00953;U07M06914;
10818;dead;217986;;U05M01016;00068B2D2A
10823;dead;219928;W-00122;;
10824;finish;218724;W-00194;;
10836;dead;218299;;U08M02798;0006C98AF4
10838;dead;216997;CPM-01118;U08M04294;
10847;dead;216563;CPF-00102;U02M00557;
10849;finish;219087;n045;U98M00007;
10871;finish;217012;W-00115;;
10878;dead;215765;CPM-01012;U08M04808;
10884;finish;216441;;U06M02519;0006968F31
10898;dead;217209;;U08M02419;0006C9E6DD
10901;finish;215260;;U06M03559;00068B9F68
10902;finish;218759;;U05M00667;00068B4B15
10911;dead;217946;;U07M05330;0006B890CE
10927;finish;216084;CPF-00204;U04M00228;
10940;dead;215292;;U06M03550;00068B1C1E
10942;finish;216088;;U07M05473;0006B896F9
10963;finish;216575;CPF-00094;U02M00864;
10998;lost;216494;W-00146;;
11033;finish;218568;;U05M01150;00068B4F45
11038;dead;215109;CPF-00487;U07M04710;
11052;finish;218190;CPF-00827;U07M08318;
11077;finish;217738;CPF-00047;U02M00294;
11078;finish;218872;MA-1595966;U04M00331;
11094;dead;219763;n066;U97M00172;
11106;finish;214951;CPF-00502;U07M02794;
11107;dead;219611;CPF-00599;U07M05470;
11113;finish;218589;CPM-00063;U02M00331;
11120;dead;217887;MA-1666443;U04M00699;
11128;finish;216825;CPM-00219;U03M00406;
11139;lost;217562;W-00165;;
11140;finish;215520;;U06M01939;0006967338
11148;monitored;216627;CPF-01137;U08M00347;
11151;dead;218329;MA-1643661;U05M00274;
11157;dead;219286;CPM-00007;U00M00224;
11183;dead;218060;CPF-00005;U00M00080;
11189;finish;217503;CPM-00050;U01M00312;
11202;dead;214239;;U07M03712;0006B89812
11206;dead;217413;;U06M02447;0006987913
11211;dead;219775;n014;U00M00406;
11216;dead;219304;CPM-00650;U07M08315;
11229;finish;219325;CPF-00201;U04M00207;
11244;finish;217854;MA-1542509;U04M00393;
11264;dead;219643;MA-1713795;U04M01660;
11265;dead;214226;;U07M04821;0006B89568
11293;dead;219519;n019;U97M00040;
11301;dead;216378;W-00305;;
11303;finish;216464;;U06M02542;00069687D5
11317;finish;218832;;U05M02178;00068B28E1
11320;dead;217766;CPF-00037;U01M00259;
11333;dead;218397;MA-1599296;U05M00330;
11340;dead;215587;J5587-080708;;
11344;finish;216258;;U05M01215;00068B4134
11347;dead;218337;CPF-00180;U03M00991;
11352;dead;218161;;U05M01090;00068B8048
11355;dead;217052;CPM-00706;U07M03960;
11374;dead;218179;;U05M00814;00068B792C
11376;finish;219723;n005;U96M00004;
11383;dead;216058;W-00206;;
11409;finish;216916;CPM-00150;U02M00414;
11417;finish;219823;CPF-00284;U04M01629;
11448;finish;217057;;U05M01884;00068B0316
11452;dead;215500;;U07M04765;0006B88867
11453;dead;216001;CPF-00092;U02M00591;
11461;finish;219908;CPM-00416;U04M00243;
11465;finish;216492;MA-1279486;U04M00859;
11469;finish;216796;CPM-00553;U07M03390;
11492;dead;219919;CPF-00145;U03M00399;
11493;finish;217995;CPM-00056;U01M00222;
11494;finish;219549;CPM-00977;U08M00199;
11518;dead;219654;CPF-00019;U00M00409;
11519;finish;216263;CPM-00194;U02M00650;
11529;monitored;216619;W-00148;;
11539;finish;214611;;U06M03180;00069675FB
11541;finish;218040;CPM-00003;U00M00144;
11558;dead;215599;CPM-00568;U07M02787;
11568;dead;219826;;U05M01350;00068B7667
11585;finish;218875;CPF-00148;U03M00243;
11586;finish;219184;CPM-00082;U02M00155;
11591;dead;217757;MA-1591277;U05M00237;
11611;dead;215189;;U06M03446;0006968847
11617;dead;217709;MA-1530630;U05M00232;
11635;finish;218886;W-00175;;
11644;finish;215374;;U06M03055;00069675FD
11646;dead;216517;CPF-00103;U02M00555;
11663;dead;216835;;U06M00328;00068B4B10
11665;finish;217917;CPM-00400;U03M00607;
11680;finish;217830;CPM-00645;U07M08301;
11707;dead;216688;CPF-00312;U04M02227;
11716;dead;219882;;U07M03038;0006B89BDF
11720;finish;216925;CPM-00417;U04M00250;
11729;dead;214265;;U07M04113;0006B8A6BF
11734;dead;217931;CPM-01020;U08M04284;
11735;dead;218784;W-00350;;
11739;finish;217702;CPM-00411;U04M00231;
11748;dead;219812;CPF-00017;U00M00127;
11749;dead;218285;MA-1666844;U04M02094;
11784;finish;217640;CPF-00741;U08M05166;
11805;finish;217665;CPM-00720;U07M06934;
11817;dead;217647;CPM-00224;U03M00219;
11832;finish;216582;;U05M01827;00068B0340
11833;finish;219821;MA-1676033;U05M00266;
11842;dead;219068;CPF-00477;U07M02666;
11845;finish;216254;CPM-00204;U02M00480;
11849;monitored;215964;CPM-01146;U08M03970;
11856;dead;219761;CPF-00810;U07M08287;
11862;dead;219549;n012;U99M00008;
11865;lost;219472;CPF-00756;U08M02160;
11866;dead;219712;W-00301;;
11882;finish;219025;MA-1597744;U04M01423;
11890;finish;219215;CPF-00014;U00M00219;
11891;finish;218479;CPF-00287;U04M01585;
11899;dead;215410;;U06M02047;00069682B0
11901;monitored;216584;CPM-00860;U08M00621;
11914;finish;218315;CPM-00778;U07M06932;
11917;finish;218290;28r;U96M00056;
11918;dead;219919;CPF-00042;U01M00308;
11921;finish;215890;CPM-00556;U07M03666;
11930;finish;219977;W-00153;;
11948;dead;219351;CPF-00039;U01M00249;
11951;dead;218938;;U07M04026;0006B897B9
11958;finish;215251;;U06M02177;0006969C58
11965;dead;216546;CPF-00151;U03M00327;
11975;finish;219271;W-00088;;
11996;dead;218149;CPF-00929;U08M03350;
12016;dead;215865;;U08M02522;0006CE33AF
12019;finish;218329;;U05M01720;00068B6562
12020;finish;216595;CPF-00083;U02M00841;
12033;finish;218483;W-00080;;
12049;finish;219963;MA-1712946;U04M01619;
12052;finish;219394;;U05M02155;00068A9EB3
12053;dead;217789;CPF-00036;U01M00126;
12077;dead;214366;;U06M01798;000696A43F
12100;dead;217072;;U08M02606;0006C9F9EA
12109;dead;217808;CPF-00032;U01M00317;
12117;dead;218150;CPF-00050;U02M00124;
12124;finish;214871;;U06M01924;000696A24A
12140;dead;218934;CPF-00490;U07M02715;
12141;finish;217647;;U06M01753;00069681B9
12147;finish;217401;CPM-00044;U01M00356;
12161;finish;216757;CPM-00162;U02M00527;
12187;finish;218704;CPF-00049;U02M00105;
12191;finish;216613;CPF-00809;U07M08283;
12207;dead;214426;;U07M04826;0006B88FB6
12212;finish;215210;;U06M03534;00068AFDFC
12214;dead;217545;CPM-00412;U04M00235;
12229;finish;219094;CPM-00701;U07M01983;0006B7E53E
12230;finish;216193;;U05M01229;00068B880A
12238;dead;217621;CPM-00402;U04M00201;
12260;dead;219921;MA-1682728;U04M01758;
12265;finish;219194;CPF-00209;U04M00266;
12274;dead;216546;CPF-00099;U02M00852;
12280;finish;217464;CPF-00058;U02M00101;
12282;dead;219278;W-00047;;
12294;finish;217876;CPF-00055;U02M00061;
12343;finish;219519;;U06M00991;00068B8F2C
12359;lost;216034;CPF-01141;U08M00354;
12364;dead;215390;;U07M04106;0006B88CD5
12367;dead;218824;CPM-01027;U08M03830;
12369;dead;218301;CPF-00302;U04M01343;
12372;dead;219489;n022;U97M00125;
12375;dead;214420;;U07M02047;0006B89858
12378;lost;216181;;U05M01167;00068ACCA6
12393;monitored;216318;;U08M02216;0006C9F756
12411;finish;217777;CPM-00223;U03M00357;
